"Word,""Frequency"""
('abgelagertem', 'lawinenschnee'),1
('gespeist', 'lawinenschnee'),1
('ausgelöste', 'eislawinen'),1
('eislawinen', 'eisstürze'),1
('lawinen', 'tsunamis'),1
('lawinen', 'steinschläge'),1
('lawinenrettungsgruppe', 'schweizer'),1
('hunden', 'lawinenrettungsgruppe'),1
('geschwindigkeit', 'lawinenartig'),1
('hangabwärts', 'lawinenartig'),1
('geborgen', 'glutlawine'),1
('glutlawine', 'variante'),1
('ausgelöste', 'schlammlawine'),1
('100', 'schlammlawine'),1
('risiko', 'schlammlawinen'),1
('lahar', 'schlammlawinen'),1
('trümmerlawine', 'vulkanische'),1
('fließen', 'trümmerlawine'),1
('gashydrate', 'trümmerlawine'),1
('sackung', 'trümmerlawine'),1
('lawinenähnlichen', 'rutschenden'),1
('abgang', 'lawinenähnlichen'),1
('erdrutsch', 'lawine'),1
('lawine', 'mure'),1
('lawinenartig', 'stürzten'),1
('300', 'lawinenartig'),1
('löste', 'schlammlawine'),1
('fläche', 'schlammlawine'),1
('lawinenverbauung', 'wildbach-'),1
('kurzfristige', 'lawinenverbauung'),1
('lawinen', 'liste'),1
('hauptgefahr', 'lawinen'),1
('geschwindigkeit', 'gesteinslawine'),1
('200', 'gesteinslawine'),1
('schlammlawine', 'umgangssprachlich'),1
('bedeutungen', 'lawine'),1
('begriffsklärung', 'lawine'),1
('aufgeführt', 'lawinen'),1
('lawinen', 'massen'),1
('bezeichnet', 'lawinen'),1
('lawine', 'wort'),1
('geht', 'lawine'),1
('form', 'lawine'),1
('betonung', 'lawine'),1
('lawine', '‚schneerutsch'),1
('bedeutetenden', 'lawine'),1
('lawine', 'stammt'),1
('alpinromanischen', 'lawine'),1
('gemäß', 'lawine'),1
('lawine', 'urverwandt'),1
('erschlossen', 'lawinenabgängen'),1
('bedroht', 'lawinenabgängen'),1
('elefanten', 'lawinen'),1
('abhängig', 'lawinen'),1
('arten', 'schneelawinen'),1
('art', 'schneelawinen'),1
('daneben', 'lockerschneelawinen'),1
('ausmaß', 'dachlawine'),1
('dachlawine', 'schneelawine'),1
('kleinen', 'schneelawine'),1
('lawinen', 'unterscheiden'),1
('eissturz', 'lawinen'),1
('kennzeichen', 'schneebrettlawinen'),1
('linienförmiger', 'schneebrettlawinen'),1
('abgangs', 'schneebrettlawine'),1
('schneebrettlawine', 'staublawine'),1
('entwickeln', 'staublawine'),1
('gefahrenlawine', 'klassische'),1
('gefahrenlawine', 'schneesportler'),1
('opfer', 'schneebrettlawine'),1
('ersticken', 'schneebrettlawine'),1
('schneebrettlawinen', 'schneemassen'),1
('schneebrettlawinen', 'treten'),1
('50°', 'schneebrettlawinen'),1
('schneebrettlawinen', 'selten'),1
('lockerschneelawinen', 'vorher'),1
('ausdruck', 'lockerschneelawinen'),1
('flächige', 'lawinenauslösungen'),1
('begriff', 'lawinenauslösungen'),1
('ablagerung', 'lawinenkegel'),1
('lawinenkegel', 'liegen'),1
('nassen', 'schneebrettlawinen'),1
('schneebrettlawinen', 'unterschieden'),1
('lockerschneelawine', 'unterschieden'),1
('lockerschneelawine', 'punktförmigen'),1
('lawine', 'wächst'),1
('lawine', 'lawinen'),1
('lockerschneelawinen', 'trockene'),1
('lockerschneelawinen', 'oberflächliche'),1
('lockerschneelawinen', 'unterteilt'),1
('lockerschneelawinen', 'verlangen'),1
('hangneigung', 'schneebrettlawinen'),1
('häufiges', 'schneebrettlawinen'),1
('beobachtet', 'staublawinen'),1
('entstehen', 'staublawinen'),1
('entsteht', 'staublawine'),1
('geschwindigkeit', 'staublawine'),1
('einher', 'staublawine'),1
('gehen', 'staublawine'),1
('fließanteil', 'staublawinen'),1
('gefährlich', 'staublawinen'),1
('eislawinen', 'führen'),1
('eislawinen', 'folge'),1
('steinlawine', 'zunächst'),1
('bekannten', 'steinlawine'),1
('bekannten', 'schneelawinen'),1
('herabstürzenden', 'schneelawinen'),1
('fließlawine', 'zerschlagen'),1
('fließlawine', 'unterscheiden'),1
('berechenbare', 'grundlawinen'),1
('frühjahr', 'grundlawinen'),1
('oberlawine', 'verfeinert'),1
('oberlawine', 'spricht'),1
('bezeichnet', 'lawine'),1
('grundlawine', 'lawine'),1
('grundlawine', 'seltener'),1
('bodenlawine', 'seltener'),1
('bodenlawine', 'hanglawinen'),1
('erreichen', 'hanglawinen'),1
('gegensatz', 'tallawinen'),1
('fuß', 'tallawinen'),1
('faktoren', 'lawine'),1
('lawine', 'unabhängig'),1
('art', 'lawine'),1
('betrachten', 'lawine'),1
('nassschneelawinen', 'schneebrettern'),1
('nassschneelawinen', 'ziemlich'),1
('erfolgt', 'lawinenart'),1
('lawinenart', 'unterschiedlich'),1
('erstellung', 'lawinenbulletins'),1
('große', 'lawinenbulletins'),1
('erhöht', 'lawinengefahr'),1
('günstigen', 'lawinengefahr'),1
('bevor', 'lawinengefahr'),1
('ansteigt', 'lawinengefahr'),1
('gefahr', 'lawinenabgangs'),1
('besteht', 'lawinenabgangs'),1
('hangneigung', 'lawinenabgang'),1
('allgemeinen', 'lawinenabgang'),1
('lawinen', 'selten'),1
('hangneigung', 'lawinen'),1
('fast', 'lawinen'),1
('beispiel', 'nassschneelawinen'),1
('nassschneelawinen', 'rolle'),1
('nassschneelawinen', 'wärme'),1
('begünstigt', 'nassschneelawinen'),1
('entstehung', 'lawinen'),1
('beeinflusst', 'lawinen'),1
('abgang', 'grundlawinen'),1
('eingeschneiter', 'grundlawinen'),1
('begünstigen', 'oberlawinen'),1
('oberlawinen', 'wald'),1
('anreißen', 'lawinen'),1
('lawinen', 'verhindern'),1
('große', 'staublawinen'),1
('staublawinen', 'stoppen'),1
('schneebrettlawine', 'störeinflüsse'),1
('führen', 'schneebrettlawine'),1
('geraten', 'lawinenabgang'),1
('kommt', 'lawinenabgang'),1
('lawinengefährdete', 'verfestigt'),1
('hänge', 'lawinengefährdete'),1
('lawinengefahr', 'temperaturanstieg'),1
('lawinengefahr', 'zunehmen'),1
('insbesondere', 'nassschneelawinen'),1
('grundsätzlich', 'nassschneelawinen'),1
('lawinensituation', 'veränderung'),1
('folge', 'lawinensituation'),1
('folge', 'lawinengefahr'),1
('geringsten', 'lawinengefahr'),1
('glaubte', 'lawinen'),1
('hexen', 'lawinen'),1
('auslöser', 'lawinen'),1
('größere', 'lawinen'),1
('lawinengefährdeten', 'schneebällen'),1
('hang', 'lawinengefährdeten'),1
('heute', 'lawinen'),1
('lawinen', 'wissenschaftlich'),1
('ausgelöste', 'lawinen'),1
('lawinen', 'wsl-institut'),1
('davos', 'lawinengefahr'),1
('lawinengefahr', 'möglichst'),1
('lawinenforscher', 'rutschblöcken'),1
('lawinenforscher', 'stützen'),1
('einfluss', 'lawinenbildung'),1
('lawinenbildung', 'ungefähr'),1
('lawinenforschung', 'satellitenbilder'),1
('integrieren', 'lawinenforschung'),1
('dynamik', 'lawinen'),1
('lawinen', 'untersuchen'),1
('lawinenschutz', 'maßnahmen'),1
('bzw', 'lawinenschutz'),1
('denen', 'lawinenabgänge'),1
('detektiert', 'lawinenabgänge'),1
('alpine', 'lawinenabgänge'),1
('berechnen', 'lawinenabgänge'),1
('informationen', 'lawinenwarnung'),1
('berechnung', 'lawinenwarnung'),1
('berechnung', 'lawinengefahrenzonen'),1
('lawinengefahrenzonen', 'liefern'),1
('bevölkerung', 'lawinenabgängen'),1
('lawinenabgängen', 'schützen'),1
('aktuelle', 'lawinengefahr'),1
('bestimmtes', 'lawinengefahr'),1
('europäischen', 'lawinengefahrenskala'),1
('angegeben', 'lawinengefahrenskala'),1
('aktuelle', 'lawinenwarnstufe'),1
('alpenländern', 'lawinenwarnstufe'),1
('alpenländern', 'lawinenwarndiensten'),1
('lawinenwarndiensten', 'tag'),1
('beraten', 'lawinenkommissionen'),1
('lawinengefahr', 'verkehrswege'),1
('jeweils', 'lawinengefahr'),1
('lawinenhang', 'potentiellen'),1
('beurteilt', 'lawinenhang'),1
('lawinenbulletin', 'liegen'),1
('eigene', 'lawinenbulletin'),1
('grunde', 'lawinenschutz'),1
('aufgrund', 'lawinenschutz'),1
('lawinengefährdeten', 'prävention'),1
('gebieten', 'lawinengefährdeten'),1
('gehören', 'lawinengalerien'),1
('lawinengalerien', 'sowie'),1
('lawinen', 'vorbeugen'),1
('lawinenverbauungen', 'schutzbauten'),1
('erstellt', 'lawinenverbauungen'),1
('denen', 'lawinen'),1
('künstliche', 'lawinenauslösungen'),1
('gehören', 'lawinenauslösungen'),1
('kontrollierte', 'lawinen'),1
('auszulösen', 'lawinen'),1
('lawinenabgängen', 'unkontrollierten'),1
('lawinenabgängen', 'zuvor'),1
('lawinenschutzmaßnahmen', 'zuvor'),1
('hinblick', 'lawinenschutzmaßnahmen'),1
('lawinenschutzmaßnahmen', 'temporäre'),1
('kurzfristig', 'lawinenschutzmaßnahmen'),1
('ausmaß', 'lawinengefahr'),1
('abgestimmt', 'lawinengefahr'),1
('basis', 'lawinenwarnung'),1
('lagebeobachtung', 'lawinenwarnung'),1
('gremien', 'lawinenkommissionen'),1
('künstliche', 'lawinenauslösung'),1
('handsprengung', 'lawinenauslösung'),1
('lawinensprengmast', 'sprengseilbahn'),1
('/-sprengturm', 'lawinensprengmast'),1
('/-sprengturm', 'lawinenwächter'),1
('lawinenpfeife', 'lawinenwächter'),1
('lawin', 'lawinenpfeife'),1
('lawinenschutz', 'permanentem'),1
('lawinenschutz', 'versteht'),1
('lawinenvorgänge', 'schnee-'),1
('lawinenschutzbepflanzungen', 'lawinenvorgänge'),1
('lawinenschutzbepflanzungen', 'stützverbauungen'),1
('auffangdämme', 'lawinengalerien'),1
('lawinengalerien', 'lawinenschanzen'),1
('gebäuden', 'lawinenschanzen'),1
('lawinenabganges', 'personen'),1
('lawinenschutzmaßnahmen', 'steuerung'),1
('lawinenabganges', 'regeln'),1
('lawinenabganges', 'verringert'),1
('lawinenschutzmaßnahmen', 'versucht'),1
('lawinenbildung', 'prozess'),1
('lawinenabganges', 'lawinenbildung'),1
('lawinenabganges', 'verhindern'),1
('lawinen', 'warnsysteme'),1
('erkennen', 'lawinen'),1
('eislawinen', 'entwickeln'),1
('eisabbrüchen', 'eislawinen'),1
('lawinen', 'überwachen'),1
('lawinen', 'witterungsbedingungen'),1
('lawine', 'zeit'),1
('detektieren', 'lawine'),1
('fall', 'lawine'),1
('lawine', 'straße'),1
('bedrohen', 'lawinen'),1
('bewegt', 'schneebrettlawinen'),1
('regelmäßig', 'schneebrettlawinen'),1
('lawinen', 'personen'),1
('lawinen', 'opfer'),1
('dörfer', 'lawinen'),1
('lawinenwinter', 'trafen'),1
('1950/51', 'lawinenwinter'),1
('lawinengefahr', 'potentielle'),1
('gegeben', 'lawinengefahr'),1
('lawinenkunde', 'systematische'),1
('lawinenrisiko', 'umgang'),1
('innerhalb', 'lawinenrisiko'),1
('faktoren', 'lawinenbildung'),1
('führen', 'lawinenbildung'),1
('lawinenschaufel', 'lvs-gerät'),1
('lawinenschaufel', 'lawinensonde'),1
('erste-hilfe-ausrüstung', 'lawinensonde'),1
('avalanche-ball', 'lawinenairbag'),1
('avalung', 'lawinenairbag'),1
('auslösen', 'lawinen'),1
('lawinen', 'sprengung'),1
('lawinen-sicherungstrupps', 'sprengung'),1
('betracht', 'lawinen-sicherungstrupps'),1
('kommen', 'lawine'),1
('falllinie', 'lawine'),1
('enteilen', 'lawine'),1
('erfolgreich', 'lawinen'),1
('generell', 'lawinen'),1
('lawinenhangs', 'rand'),1
('befindet', 'lawinenhangs'),1
('lawine', 'ski'),1
('dürfte', 'lawine'),1
('beispiel', 'lawinen-airbag'),1
('lawinen-airbag', 'ziehen'),1
('innerhalb', 'lawine'),1
('lawine', 'person'),1
('lawinenabgang', 'ort'),1
('betroffen', 'lawinenabgang'),1
('lawinenverschütteten', 'überlebensrate'),1
('lawinenverschütteten', 'schnell'),1
('hauptartikel', 'lawinenverschüttetensuche'),1
('beachtung', 'lawinenverschüttetensuche'),1
('eigenschutzes', 'nachlawinen'),1
('nachlawinen', 'zügig'),1
('lawinenoberfläche', 'sucht'),1
('lawinenoberfläche', 'stillstand'),1
('lawinensonden', 'setzt'),1
('lawinensonden', 'standort'),1
('lawinensonde', 'lokalisieren'),1
('lawinensonde', 'verschüttungstiefe'),1
('lawinensuchhunde', 'recco-system'),1
('einsetzen', 'lawinensuchhunde'),1
('einsatz', 'lawinenhunden'),1
('lawinenhunden', 'wäre'),1
('lawinenkegel', 'mensch'),1
('betreten', 'lawinenkegel'),1
('lawinenabgänge', 'tote'),1
('lawinenabgänge', 'schwere'),1
('lawinen', 'zweier'),1
('lawinen', 'manaslu'),1
('2012', 'lawine'),1
('begräbt', 'lawine'),1
('diemtigtal', 'lawine'),1
('lawine', 'mitglieder'),1
('nachlawine', 'personen'),1
('gegenhang', 'nachlawine'),1
('2002', 'lawinenunglück'),1
('karmadon-schlucht', 'lawinenunglück'),1
('jamtal', 'lawinenunglück'),1
('1999', 'lawinenkatastrophe'),1
('galtür', 'lawinenkatastrophe'),1
('evolène', 'lawinenunglück'),1
('begräbt', 'eislawine'),1
('eislawine', 'sieben'),1
('1991', 'lawine'),1
('bingöl', 'lawine'),1
('flugzeugwrack', 'lawine'),1
('april', 'lawine'),1
('kinder', 'lawine'),1
('24.', 'lawine'),1
('1970', 'lawine'),1
('lawine', 'reckingen'),1
('1970', 'lawinenunglück'),1
('lawinenunglück', 'val-d'),1
('1965', 'lawine'),1
('lawine', 'sonnenterrassen'),1
('lawinenwarndienstes', 'staatlichen'),1
('lawinenwarndienstes', 'lokaler'),1
('lawinenkommissionen', 'lokaler'),1
('1962', 'lawine'),1
('lawine', 'ort'),1
('lawine', 'zweite'),1
('lawine', 'neun'),1
('große', 'lawinenkatastrophe'),1
('lawinenkatastrophe', 'schweiz'),1
('1950/1951', 'lawinenwinter'),1
('1951', 'lawinenwinter'),1
('lawinenabgänge', 'leben'),1
('februar', 'lawinenabgänge'),1
('1945', 'lawinenunglück'),1
('eppzirler', 'lawinenunglück'),1
('lawinenunglück', 'verletzte'),1
('kukiswumtschorr', 'lawinenunglück'),1
('lawinenunglück', 'schwerste'),1
('japans', 'lawinenunglück'),1
('lawine', 'yuzawa'),1
('dolomiten', 'lawinenabgänge'),1
('lawinen', 'lawinenabgänge'),1
('lawinen', 'vorsätzlich'),1
('lawinen', 'verluste'),1
('erfrierung', 'lawinen'),1
('kampfhandlungen', 'lawinenkatastrophe'),1
('13.', 'lawinenkatastrophe'),1
('1916', 'lawinenabgang'),1
('lawinenabgang', 'märz'),1
('lawine', 'züge'),1
('lawine', 'tal'),1
('königenhof', 'lawine'),1
('lawinenjahr', 'sterben'),1
('1720', 'lawinenjahr'),1
('lawinenartigen', 'spricht'),1
('lawinenartigen', 'vorgängen'),1
('schneelawinen', 'vorgänge'),1
('eislawinen', 'schneelawinen'),1
('eislawinen', 'schlammlawinen'),1
('gemeinsame', 'schlammlawinen'),1
('lawinenschutzbau', 'technik'),1
('lawinenschutzbau', 'zusammengefasst'),1
('benennung', 'lawinenschutz'),1
('bemessung', 'lawinenschutz'),1
('lawinenschutz', 'überwachung'),1
('gefahrenskala', 'lawinen'),1
('lawinen', 'lawinenkommission'),1
('lawinenbulletin', 'lawinenkommission'),1
('lawinenbulletin', 'liste'),1
('lawinenunglücken', 'liste'),1
('lawinenauslösung', 'lawinenunglücken'),1
('lawinenauslösung', 'sprengstoff'),1
('lawinen', 'verlag'),1
('lawine', 'mythos'),1
('kulturgeschichte', 'lawine'),1
('lawine', 'nairz'),1
('entscheidenden', 'lawine'),1
('3×3', 'lawinen'),1
('lawinen', 'völlig'),1
('lawinenschutz', 'pistoi'),1
('all', 'lawinenschutz'),1
('ernst', 'lawinenschutz'),1
('glossar', 'lawinen'),1
('lawinen', 'lawinenforschung'),1
('lawinenforschung', 'lawinengefahr'),1
('lawinengefahr', 'slf-merkblatt'),1
('1,3', 'lawinenschutz'),1
('lawinenschutz', 'slf-merkblatt'),1
('archive', 'lawinen-warn-dreieck.de'),1
('lawinen-warn-dreieck.de', 'pdf-datei'),1
('lawinen', 'überblick'),1
('lawinen', 'recht'),1
('2018', 'lawinengefahr'),1
('folgende', 'lawinengefahr'),1
('information', 'lawinenlage'),1
('fand', 'lawinenlage'),1
('lawinenwarndienst-bayern.de', 'pdf-datei'),1
('lawinenwarndienst-bayern.de', 'schneelastrechner'),1
('atmosphärisch', 'lawinen'),1
('lawinen', 'waldbränden'),1
('erdrutsche', 'lawinen'),1
('lawinen', 'wirken'),1
('erdmassentransporte', 'lawinen'),1
('lawinen', 'massenbewegungen'),1
('lawinen', 'sowie'),1
('lawinenabgängen', 'welt'),1
('lawinenabgängen', 'österreich'),1
('lawine', 'tot'),1
('gefunden', 'lawine'),1
('lawinengefahr', 'schneefälle'),1
('lawinengefahr', 'zuletzt'),1
('bedeutet', 'lawinenwarnzentrale'),1
('lawinen', 'stoppt'),1
('flaschen', 'kostenlawine'),1
('gas', 'kostenlawine'),1
('häusertrümmern', 'schlamm-lawinen'),1
('dutzenden', 'schlamm-lawinen'),1
('lawinengefahr', 'warnten'),1
('bundesstaat', 'lawinengefahr'),1
('erdrutsche', 'schlammlawinen'),1
('gab', 'schlammlawinen'),1
('lawine', 'samstagmorgen'),1
('schlammlawinen', 'sturzfluten'),1
('auslösen', 'schlammlawinen'),1
('könnten', 'schlammlawinen'),1
('hotels', 'schlammlawinen'),1
('betroffen', 'schlammlawinen'),1
('schlammlawine', 'urlauber'),1
('getroffen', 'schlammlawine'),1
('schlammlawinen', 'starkregen'),1
('große', 'schlammlawinen'),1
('schlammlawinen', 'zufolge'),1
('schlammlawinen', 'verschüttet'),1
('keller', 'schlammlawinen'),1
('möglichregional', 'schlammlawinen'),1
('schlammlawinen', 'überschwemmt'),1
('schlammlawinen', 'umgestürzte'),1
('bereiche', 'schlammlawinen'),1
('niedergegangen', 'schlammlawinen'),1
('schlammlawine', 'wochen'),1
('schlammlawine', 'wohngebiet'),1
('lawinenwarndienst', 'zweithöchste'),1
('schlammlawinen', 'worden'),1
('geröll', 'schlammlawinen'),1
('minuten', 'schlammlawinen'),1
('schlammlawinen', 'überflutet'),1
('lucchi.wassermassen', 'schlammlawinen'),1
('schlammlawinen', 'verwüsten'),1
('insbesondere', 'schlammlawinen'),1
('beispiel', 'lawinengebiete'),1
('lawinengebiete', 'meiden'),1
('lawinen', 'risiko'),1
('lawinen', 'wissenschaftler'),1
('herausgefunden', 'lawinenforschung'),1
('lawinenschnee', 'winter'),1
('ab.insgesamt', 'lawinenschnee'),1
('lawinenkegels', 'zonen'),1
('arbeiten', 'lawinenkegels'),1
('eisfrei', 'lawine'),1
('infolge', 'lawine'),1
('dolomiten', 'lawine'),1
('abgang', 'lawine'),1
('lawine', 'sicherlich'),1
('gerölllawinen', 'naturgefahren'),1
('gerölllawinen', 'murenabgänge'),1
('lawinenfracht', 'winter'),1
('gletscher', 'lawinenfracht'),1
('lawinen', 'überflutungen'),1
('gletscherzusammenbruch', 'lawine'),1
('murenabgängen', 'schlammlawinen'),1
('führen', 'schlammlawinen'),1
('eislawine', 'gletscherabbruch'),1
('auslösen', 'eislawine'),1
('geröll-', 'schlammlawine'),1
('ausgelöst', 'schlammlawine'),1
