"Word,""Frequency"""
('erdbebenopfer', 'lage'),1
('erdbebenopfer', 'informieren'),1
('erdbeben', 'inzwischen'),1
('erdbeben', 'südosten'),1
('erdbebenwarte', 'hatay'),1
('erdbeben', 'gegeben.erneutes'),1
('erdbeben', 'gingen'),1
('beben', 'erdbebenkatastrophe'),1
('erdbebenkatastrophe', 'zwei'),1
('erdbeben', 'libanon'),1
('erdbebengebietbundesaußenministerin', 'reisen'),1
('annalena', 'erdbebengebietbundesaußenministerin'),1
('erdbebengebiet', 'südosten'),1
('erdbebenregion', 'türkisch-syrischen'),1
('erdbebenregion', 'schwer'),1
('elf', 'erdbebenkatastrophe'),1
('erdbebensichereren', 'neubauten'),1
('erdbebensichereren', 'gebieten'),1
('erdbebengebiet', 'half'),1
('erdbeben', 'großstadt'),1
('dennoch', 'erdbebengebiet'),1
('erdbebengebiet', 'fliegen'),1
('erdbebens', 'überlebende'),1
('erdbebens', 'geborgenmarco'),1
('elâzığ', 'erdbeben'),1
('erdbeben', 'meldungen'),1
('erdbebens', 'lag'),1
('erdbebenkatastrophen', 'podcast'),1
('erdbebenkatastrophen', 'vermeidbar'),1
('erdbeben-expertin', 'sagte'),1
('charlotte', 'erdbeben-expertin'),1
('erdbebengefährdet', 'jahrhunderte'),1
('erdbeben-expertin', 'erklärt'),1
('erdbeben-expertin', 'tun'),1
('erdbeben', 'katastrophenregionrund'),1
('erdbebenregion', 'erklären'),1
('erdbebens', 'februar'),1
('angaben', 'erdbebengebiet'),1
('erdbeben', 'müssen'),1
('erdbeben', 'lernen'),1
('erdbeben', 'leben'),1
('erdbebensichere', 'sollen'),1
('erdbebensichere', 'wohnhäuser'),1
('bauarbeiten', 'erdbeben'),1
('betroffenheit', 'erdbebenkatastrophe'),1
('erdbebenkatastrophe', 'groß'),1
('erdbebenhilfe', 'erhöht'),1
('erdbebenhilfe', 'syriendie'),1
('22,2', 'erdbebenopfer'),1
('erdbeben', 'euro'),1
('erdbebengebiet', 'hilfen'),1
('ankommen', 'erdbebengebiet'),1
('erdbebengebiet', 'tote'),1
('erdbeben', 'grenze'),1
('60-malige', 'erdbeben'),1
('erdbeben', 'solidarität'),1
('erdbebenregion', 'organisieren'),1
('erdbeben-betroffene', 'gehen'),1
('erdbeben-betroffene', 'stehen'),1
('erdbeben', 'großen'),1
('eingehalten', 'erdbeben'),1
('erdbebenprävention', 'katastrophe'),1
('erdbebenprävention', 'unzureichend'),1
('erdbeben', 'freigesprochen'),1
('angekündigt', 'erdbebenopfer'),1
('erdbebenopfer', 'schnellstmöglich'),1
('erdbebens', 'zeitpunkt'),1
('aktenordner', 'erdbebens'),1
('bereitgestellt', 'erdbebenopfer'),1
('erdbebenopfer', 'sprint'),1
('erdbebengebiet', 'hilfslieferungen'),1
('erdbebengebiet', 'unterwegs'),1
('erdbebenopfer', 'gehen'),1
('erdbebenopfer', 'stehen'),1
('angehörige', 'erdbebenopfern'),1
('eingerichtet', 'erdbebenopfern'),1
('erdbeben', 'tieren'),1
('erdbeben', 'vorher'),1
('derzeitigen', 'erdbeben'),1
('erdbeben', 'fast'),1
('erdbeben', 'geschichten'),1
('erdbebenregion', 'videos'),1
('empathisch', 'erdbebenregion'),1
('erdbeben-opfer', 'unklar'),1
('erdbeben-opfer', 'witzigen'),1
('aktuellen', 'erdbebenkatastrophe'),1
('erdbebenrisiko', 'erhöhtem'),1
('erdbebenrisiko', 'verheerende'),1
('erdbebengefährdeten', 'gebäude'),1
('erdbebengefährdeten', 'gebieten'),1
('gang', 'setzterdbebensicheres'),1
('bauen', 'setzterdbebensicheres'),1
('erdbebensicher', 'jahren'),1
('erdbebensicher', 'gebaut'),1
('erdbebengefährdet', 'land'),1
('architekt', 'erdbebengefährdet'),1
('erdbebengebiet', 'gefährdeten'),1
('containermodule', 'erdbebengebiet'),1
('erdbebensichere', 'woche'),1
('erdbebensichere', 'unterkünfte'),1
('erdbebenlager', 'hochgehoben'),1
('erdbebenlager', 'untergelegt'),1
('erdbebenwellen', 'surfen'),1
('erdbebenwellen', 'prinzip'),1
('erdbebens', 'wellen'),1
('angerast', 'erdbebens'),1
('erdbebenlager', 'gebäude'),1
('erdbebenlager', 'gestellt'),1
('erdbebensicher', 'professor'),1
('erdbebensicher', 'ton'),1
('erdbebensichere', 'holz'),1
('bauen', 'erdbebensichere'),1
('erdbebenregion', 'kontrollierte'),1
('erdbebenregion', 'nordwesten'),1
('erdbebenopfer', 'sanktionen'),1
('erdbeben', 'pläne'),1
('erdbeben-hilfe', 'wegen'),1
('erdbeben-hilfe', 'heftig'),1
('erdbeben-opfer', 'visa-vergabe'),1
('erdbeben-opfer', 'vorgeworfen'),1
('erdbeben', 'schreckliche'),1
('erdbebenkatastrophe', 'zahl'),1
('erdbebens', 'schäden'),1
('erdbebenhilfe', 'usa'),1
('erdbebenhilfe', 'türkei'),1
('erdbebengebiet', 'staaten'),1
('erdbebengebiet', 'hieß'),1
('erdbebenkatastrophe', 'verheerenden'),1
('erdbebenkatastrophe', 'weitere'),1
('erdbeben', 'infolge'),1
('erdbeben', 'mauern'),1
('erdbebengebiet', 'verteilt'),1
('dai', 'erdbebenregion'),1
('erdbebenregion', 'kernland'),1
('erdbeben', 'vertreten'),1
('erdbeben', 'fundstätten'),1
('erdbebens', 'trotz'),1
('erdbeben', 'unabhängig'),1
('erdbeben', 'usa'),1
('erdbebengebiet', 'trinkwasser'),1
('erdbebengebiet', 'kehren'),1
('erdbebengebiet', 'zurück'),1
('bergung', 'erdbeben-opferfür'),1
('erdbeben-opferfür', 'marco'),1
('erdbebenprovinz', 'woche'),1
('erdbebenprovinz', 'hatay'),1
('ankunft', 'erdbebengebietauch'),1
('erdbebengebietauch', 'münchner'),1
('erdbebengebiet', 'wawrzinek'),1
('dabei', 'erdbebengebiet'),1
('erdbebenregion', 'mittelpunktin'),1
('erdbeben', 'ganze'),1
('erdbebengebieten', 'personen'),1
('erdbebengebiete', 'hilfsinitiativen'),1
('erdbebengebiete', 'koordinieren'),1
('augsburgnach', 'erdbeben'),1
('erdbeben', 'grenzregion'),1
('30verwendungszweck', 'erdbeben'),1
('erdbeben', 'spende'),1
('erdbeben', 'nothilfe'),1
('erdbeben', 'sozialwirtschaftverwendungszweck'),1
('bankverwendungszweck', 'erdbeben'),1
('erdbeben', 'türkei/syrien'),1
('erdbebenregion', 'folter'),1
('erdbebengebieten', 'zugänglichen'),1
('erdbebengebieten', 'syriens'),1
('erdbebenopfer', 'sollen'),1
('erdbebenopfer', 'gebieten'),1
('erdbeben', 'mediathek'),1
('erdbeben', 'internationale'),1
('erdbebenopfer', 'nordwesten'),1
('erdbebengebieten', 'stück'),1
('angehörigen', 'erdbebenopfern'),1
('erdbebens', 'hilfe'),1
('erdbeben', 'gar'),1
('erdbeben', 'sorgen'),1
('erdbeben', 'forschende'),1
('erdbeben', 'erdoberfläche'),1
('erdbeben', 'gesammelt'),1
('erdbebenwellen', 'fall'),1
('erdbebenwellen', 'mittel'),1
('erdbebenwellen', 'erforschen'),1
('erdbebenwellen', 'verraten'),1
('erdbebengebiet', 'verlässt'),1
('erdbebengebiet', 'warten'),1
('erdbebenregion', 'seuchenrisiko'),1
('erdbebenregion', 'groß'),1
('bedingungen', 'erdbebengebiet'),1
('erdbebengebiet', 'herausforderung.verwesung'),1
('erdbeben', 'infektionsmediziner'),1
('erdbeben', 'leider'),1
('betroffenen', 'erdbebengebiet'),1
('erdbebengebiet', 'hilft'),1
('erdbebengebiet', 'verloren'),1
('erdbebenkatastrophe', 'überlebenden'),1
('deutschen', 'erdbebenkatastrophe'),1
('erdbeben', 'zunächst'),1
('entfernte', 'erdbebengebiet'),1
('erdbebengebiet', 'hilfstransport'),1
('erdbebenkatastrophe', 'tod'),1
('erdbebenkatastrophe', 'türkei'),1
('bedürfnis', 'erdbebenopfern'),1
('erdbebenopfern', 'sonntag'),1
('erdbeben', 'syriennach'),1
('erdbebengebiet', 'tausende'),1
('erdbeben-betroffene', 'visa-vergabe'),1
('erdbeben-betroffene', 'geplantseit'),1
('erdbeben', 'ruhige'),1
('aktion', 'erdbebenopfern'),1
('dach', 'erdbebengebiet'),1
('erdbebengebiete', 'geldspenden'),1
('erdbebengebiete', 'kommt'),1
('erdbeben-katastrophe', 'woche'),1
('erdbeben-katastrophe', 'türkei'),1
('erdbebengebiet', 'news'),1
('inzwischen', 'jahrhundert-erdbeben.noch'),1
('jahrhundert-erdbeben.noch', 'überlebende'),1
('erdbebenregion', 'verwandten'),1
('erdbebens', 'verlieren'),1
('erdbebengebiete', 'signale'),1
('erdbebengebiete', 'setzen'),1
('erdbebensicherem', 'vergangenheit'),1
('bauen', 'erdbebensicherem'),1
('erdbebensichere', 'illusorisch'),1
('erdbebensichere', 'gebäude'),1
('erdbebenopfer', 'geplantgrünen-politikerin'),1
('erdbebenopfer', 'schaffen'),1
('erdbebengebiet', 'zerstörten'),1
('derzeit', 'erdbebengebiet'),1
('bundesregierungneben', 'erdbebenkatastrophe'),1
('erdbebenkatastrophe', 'sonntags-stammtisch'),1
('deligöz', 'erdbebenopfer'),1
('erdbebenregion', 'rettungsarbeiten'),1
('erdbeben', 'zwölf'),1
('erdbeben-gebieten', 'menschen'),1
('erdbeben-gebieten', 'herausgebracht'),1
('arbeit', 'erdbebengebiet'),1
('erdbebengebiet', 'vorübergehend'),1
('erdbebengebietsuch-', 'waisenkinder'),1
('erdbebengebietsuch-', 'rettungsteams'),1
('erdbeben-katastrophe', 'großschadenslagen'),1
('erdbeben-katastrophe', 'gebe'),1
('erdbeben', 'system'),1
('belastet', 'erdbeben'),1
('erdbebenkatastrophe', 'schweren'),1
('erdbebengebiet', 'erleichtern'),1
('community', 'erdbebenopfern'),1
('erdbebenopfern', 'hilftin'),1
('80.000', 'erdbeben'),1
('24.000', 'erdbebengebiet'),1
('erdbebengebiet', 'landesverbänden'),1
('erdbebengebiet', 'weitere'),1
('erdbeben-gebiete', 'geldspenden'),1
('erdbeben-gebiete', 'kommt'),1
('chaosphase', 'erdbebengebietaußerdem'),1
('erdbebengebietaußerdem', 'warnt'),1
('chaosphase', 'erdbebengebiet'),1
('erdbebengebiet', 'große'),1
('erdbeben', 'zufolge'),1
('betroffen.zum', 'erdbeben'),1
('28.000', 'erdbeben-opfer'),1
('erdbeben-opfer', 'justiz'),1
('erdbebenopfer', 'überlebensnotwendige'),1
('einreise', 'erdbeben-opfer'),1
('berliner', 'erdbeben-opfer'),1
('erdbeben', 'gelte'),1
('erdbebengebiet', 'waisenkinder'),1
('erdbebengebiet', 'vier'),1
('erdbebengebiet', 'frau'),1
('erdbeben', 'schock'),1
('21.000', 'erdbebenopfern'),1
('erdbebenopfern', 'südosten'),1
('artikel', 'erdbeben-opfer'),1
('beherbergen', 'erdbeben-opfer'),1
('ditib.predigttext', 'erdbebenopfer'),1
('erdbebenopfer', 'helferbereits'),1
('abgehalten', 'erdbebenopfer'),1
('erdbebenopfer', 'macht'),1
('erdbebenhilfe', 'geldspenden'),1
('erdbebenhilfe', 'hintergrund'),1
('erdbebens', 'verheerenden'),1
('erdbebengebiet', 'tatsächlich'),1
('erdbebengebiet', 'riesig'),1
('erdbeben', 'schwierig'),1
('erdbeben-katastrophe', 'syriennach'),1
('erdbeben-katastrophe', 'rät'),1
('erdbebengebiet', 'verwaltungsaufwand'),1
('erdbebengebiet', 'tätigen'),1
('erdbebengebiete', 'spendenbereitschaft'),1
('erdbebengebiete', 'türkei'),1
('erdbebenopfer', 'nationen'),1
('eingetroffen', 'erdbebenopfer'),1
('erdbebenregion', 'hilfsgütern'),1
('erdbebenregion', 'zurückhalten.zum'),1
('21.000', 'erdbeben-tote'),1
('erdbebenhilfe', 'un-konvois'),1
('erdbebenhilfe', 'lager'),1
('erdbeben', 'jedoch'),1
('erdbeben', 'geplant'),1
('erdbeben', 'stunde'),1
('erdbeben', 'verstreicht'),1
('erdbebengebieten', 'zerstörungen'),1
('erdbeben', 'touristenzentren'),1
('beeinträchtigt', 'erdbeben'),1
('erdbebenregion', 'zeitweise'),1
('erdbeben', 'pauschalreise'),1
('erdbeben', 'reicht'),1
('erdbebengefährdeten', 'reiserücktritt'),1
('erdbebengefährdeten', 'stadt'),1
('erdbebengebieten', 'verwandte'),1
('erdbebengebieten', 'syrien'),1
('erdbebengebieten', 'freunden'),1
('erdbebengebieten', 'sorgen'),1
('erdbebengebieten', 'geschichten'),1
('erdbebenopfer', 'heimatland'),1
('erdbebenopfer', 'geldspenden'),1
('erdbebengebiete', 'sachspenden'),1
('erdbebengebiete', 'schicken'),1
('direkt', 'erdbeben'),1
('erdbeben', 'veranlasst'),1
('erdbebenopfer', 'lindern'),1
('erdbeben', 'stützpunkt'),1
('erdbeben', 'geschädigt'),1
('erdbeben-opfer', 'erreichbaren'),1
('erdbeben-opfer', 'nordwesten'),1
('erdbebens', 'folge'),1
('erdbebens', 'erreichen'),1
('erdbeben', 'humanitäre'),1
('erdbeben', 'lebensader'),1
('erdbeben', 'hinzu.syrische'),1
('erdbeben', 'komplett'),1
('erdbeben', 'hilfsgüter'),1
('erdbeben', 'umgeladen'),1
('erdbeben', 'okay'),1
('erdbebengebiet', 'ingolstadt'),1
('erdbeben', 'stichwort'),1
('erdbebengebietin', 'teams'),1
('erdbebengebietin', 'moosburg'),1
('erdbebengebiet', 'hilfseinsatz'),1
('erdbeben', 'strecke'),1
('deutlich', 'erdbeben'),1
('erdbeben', 'gerettet'),1
('erdbeben', 'zerrissene'),1
('erdbeben', 'gestorben'),1
('erdbeben', 'gefahr'),1
('erdbeben', 'kennt'),1
('erdbeben-gebieten', 'leichen'),1
('erdbeben', 'pompompom'),1
('erdbeben', 'presslufthammerin'),1
('aufräumarbeiten', 'erdbeben'),1
('erdbeben', 'soldaten'),1
('erdbebengebieten', 'solidarität'),1
('.vorwürfe', 'erdbebengebieten'),1
('besuch', 'erdbebengebieten'),1
('erdbebengebieten', 'ersten'),1
('erdbeben-gebieten', 'lage'),1
('erdbeben-gebieten', 'zwei'),1
('erdbeben', 'erfahrung'),1
('erdbebengebiet', 'falls'),1
('erdbebengebiet', 'sicheres'),1
('erdbebengebiet', 'warnwesten'),1
('erdbeben', 'schlimmen'),1
('erdbebensicherheit', 'fragen'),1
('erdbebensicherheit', 'gebäude'),1
('erdbeben', 'neue'),1
('erdbebensicheres', 'vorschriften'),1
('beziehungsweise', 'erdbebensicheres'),1
('beziehungsweise', 'erdbebengerechtes'),1
('bauen', 'erdbebengerechtes'),1
('erdbeben', 'todesopfer'),1
('erdbeben', 'steigt'),1
('erdbeben', 'risiko-zone'),1
('erdbeben', 'risiken'),1
('einnimmt', 'erdbeben'),1
('beobachten', 'erdbeben'),1
('erdbeben-gebieten', 'süden'),1
('erdbebengebiet', 'erdogan'),1
('erdbebengebietdie', 'vermisste'),1
('erdbebengebietdie', 'opferzahl'),1
('erdbeben', 'folgenschwerste'),1
('erdbeben', 'gebe'),1
('erdbebens', 'sagte'),1
('erdbeben-region', 'hilfsgüter'),1
('erdbeben-region', 'fliegen'),1
('erdbebengebiet.zum', 'unterwegs'),1
('artikel', 'erdbebengebiet.zum'),1
('erdbebenopfer', 'region'),1
('bringen', 'erdbebengebiet'),1
('erdbebens', 'südosten'),1
('arbeit', 'erdbeben-katastrophe'),1
('erdbeben-katastrophe', 'erfahren'),1
('erdbebengebieten', 'nachrichten'),1
('betroffen', 'erdbebengebieten'),1
('heißt', 'mitteilung.erdbebenopfer'),1
('mitteilung.erdbebenopfer', 'syrien'),1
('erdbebenopfer', 'vergessenexplizit'),1
('erdbeben', 'syriens'),1
('erdbeben', 'zahlreiche'),1
('erdbeben', 'versorgt'),1
('bürgerkriegs', 'erdbeben'),1
('erdbebenregion', 'syrischen'),1
('erdbebenregion', 'laufende'),1
('erdbebenopfer', 'genutzt'),1
('erdbebengebiet', 'millionen'),1
('erdbebengebiet', 'türkische'),1
('erdbebengebieten', 'türkischen'),1
('erdbebengebieten', 'ähneln'),1
('damals', 'erdbeben'),1
('erdbeben', 'gölcük'),1
('aufgebaut', 'erdbebensteuer'),1
('eingeführt', 'erdbebensteuer'),1
('erdbebensteuer', 'vorhersehbar'),1
('erdbebensteuer', 'schweren'),1
('erdbebensteuer', 'frage'),1
('erdbebensteuer', 'türkisch'),1
('erdbebensteuer', 'erdogan'),1
('erdbebensteuer', 'verschwendet'),1
('dramatisch', 'erdbebengebiet'),1
('erdbebengebiet', 'werden.zeltschulen'),1
('erdbebengebiet', 'zerstörtneun'),1
('erdbeben', 'wohnzelte'),1
('ausläufer', 'erdbebens'),1
('beirut', 'erdbebens'),1
('erdbebenregion', 'syrischer'),1
('erdbebenregion', 'gebäude'),1
('arbeit', 'erdbeben'),1
('erdbeben', 'erfahren'),1
('beschäftigt', 'erdbeben'),1
('bekannte', 'erdbebenregion'),1
('erdbebenregion', 'hätten'),1
('erdbebengebiet', 'flüchtlingshilfsorganisation'),1
('erdbebenregion', 'hygieneartikel'),1
('erdbebenregion', 'hilfsbereitschaft'),1
('ard/', 'erdbeben'),1
('erdbebenkatastrophe', 'menschen'),1
('betroffen', 'erdbebenkatastrophe'),1
('erdbebenregion.zur', 'helfern'),1
('erdbebenregion.zur', 'übersicht'),1
('erdbebengebiet', 'tagesgespräch'),1
('erdbeben', 'nächtlichen'),1
('erdbeben', 'erschütterte'),1
('erdbeben', 'grenzt'),1
('erdbeben', 'spüren'),1
('erdbeben-toten', 'zahlreichen'),1
('erdbeben-toten', 'land'),1
('erdbebengebiet', 'minustemperaturen'),1
('aufruf', 'erdbebengebiet'),1
('erdbebengebiet', 'rettungsteams'),1
('erdbebengebiet', 'soforthilfen'),1
('erdbebengebiet', 'lieferung'),1
('bundesregierung', 'erdbebenregion'),1
('erdbebenregion', 'koordinieren'),1
('erdbeben', 'hunderttausende'),1
('erdbeben', 'mobilisieren'),1
('erdbeben', 'heftigen'),1
('erdbeben', 'osten'),1
('erdbeben', 'erste'),1
('erdbeben', 'überraschte'),1
('erdbeben', 'handy'),1
('dramatisch', 'erdbeben'),1
('erdbeben', 'ersten'),1
('erdbeben', 'ineinanderschieben'),1
('erdbebensichere', 'müssten'),1
('baustandards', 'erdbebensichere'),1
('erdbeben', 'inselstaat'),1
('erdbeben', 'kommen'),1
('erdbeben', 'pazifischen'),1
('erdbeben', 'feuerring'),1
('erdbeben', 'montagmittag'),1
('südpazifik', 'us-erdbebenwarte'),1
('erdbeben', 'günstig'),1
('dpa', 'erdbeben'),1
('stärke', 'us-erdbebenwarte'),1
('afp', 'erdbeben'),1
('adria', 'erdbeben'),1
('erdbeben', 'mittelitalien'),1
('erdbeben', 'mitteilte'),1
('dienstagmorgen', 'facebook.erdbebenschwarm'),1
('facebook.erdbebenschwarm', 'hunderten'),1
('erdbebenschwarm', 'vermutet'),1
('erdbebenschwarm', 'magmabewegungen'),1
('erdbebenserie', 'erneuten'),1
('erdbebenserie', 'samstag'),1
('erdbebenserie', 'starken'),1
('angekündigt', 'erdbebenserie'),1
('erdbebengefahr', 'erhöhte'),1
('erdbebengefahr', 'methan-emissionen'),1
('erdbeben', 'kräftigen'),1
('erdbeben', 'rundfunk'),1
('erdbeben', 'veröffentlicht'),1
('erdbeben', 'schweiz.berichte'),1
('erdbebendienst', 'schweizer'),1
('beben', 'erdbebendienst'),1
('afghanisch-pakistanischen', 'erdbeben'),1
('erdbeben', 'steigen'),1
('erdbebens', 'sofortige'),1
('erdbebens', 'wucht'),1
('erdbebens', 'hätten'),1
('erdbeben', 'hundert'),1
('erdbeben', 'nordosten'),1
('erdbeben', 'gleichen'),1
('anhaltenden', 'erdbeben'),1
('erdbeben', 'verstärken'),1
('erdbeben', 'vulkanausbruch.13.000'),1
('erdbeben', 'portugiesischen'),1
('13.000', 'erdbeben'),1
('erdbeben', 'erfasst'),1
('erdbeben', 'kretalaut'),1
('erdbebenserie', 'institut'),1
('andauern', 'erdbebenserie'),1
('erdbeben', 'kreta'),1
('beobachtet', 'erdbeben'),1
('erdbeben', 'wiederholte'),1
('bad', 'erdbeben'),1
('bayerische', 'erdbebendienst'),1
('erdbebendienst', 'meldet'),1
('beschäftigt', 'erdbeben-forschungseit'),1
('dreißig', 'erdbeben-forschungseit'),1
('erdbeben', 'erklärung'),1
('erdbeben', 'hochstaufen'),1
('erdbebenserien', 'form'),1
('bezeichnet', 'erdbebenserien'),1
('erdbeben', 'lokalisierung'),1
('erdbeben', 'wissenschaftler'),1
('erdbeben-meldungerdbeben', 'minuten'),1
('erdbeben-meldungerdbeben', 'üblicherweise'),1
('beispiel', 'erdbeben-monitoring-dienst'),1
('daten', 'erdbeben-monitoring-dienst'),1
('erdbeben', 'errechnet'),1
('erdbeben-suche', 'twitter'),1
('app', 'erdbeben-suche'),1
('emsc-webseite', 'erdbeben-app'),1
('durchforsteten', 'erdbeben-app'),1
('begriff', 'erdbeben'),1
('erdbeben', 'sprachen'),1
('1.500', 'erdbeben'),1
('erdbeben', 'zeitraum'),1
('erdbeben', 'verspürt'),1
('bestimmung', 'erdbebenstärke'),1
('bleibt', 'erdbebenstärke'),1
('erdbebenstöße', 'schwächer'),1
('erdbebenstöße', 'erde'),1
('erdbebenkunde', 'hat.insight'),1
('erdbebenkunde', 'marsexperten'),1
('erdbebenkunde', 'forschungsfeld'),1
('erdbebenkunde', 'mars'),1
('erdbebenspezialist', 'lognonne'),1
('erdbebenspezialist', 'französischen'),1
('erdbeben', 'transport'),1
('erdbeben', 'verbiegt'),1
('erdbebenaktivität', 'marmarameeres'),1
('erdbebenaktivität', 'erhöht'),1
('bedroht', 'erdbeben'),1
('erdbebengefährdet', 'nordwesten'),1
('erdbeben', 'überfällig'),1
('erdbeben', 'seismisch'),1
('aseismisch', 'erdbeben'),1
('erdbebengefährdung', 'rückschlüsse'),1
('erdbebengefährdung', 'seismische'),1
('erdbeben', 'tsunamis'),1
('honduras', 'us-erdbebenwarte'),1
('erdbebens', 'land'),1
('8,4', 'us-erdbebenwarte'),1
('erdbeben', 'erdrutsch'),1
('abdeckt', 'erdbeben'),1
('erdbebenauf', 'erdrutsche'),1
('aufnahmen', 'erdbebenauf'),1
('erdbeben', 'morgen'),1
('2017', 'erdbeben'),1
('erdbeben', 'schwer'),1
('erdbeben', 'ort'),1
('eingeschaltet.bergungsarbeiten', 'erdbeben'),1
('eingestellt', 'erdbeben'),1
('jahrhunderterdbeben', 'rettungsarbeiten'),1
('donnerstag', 'jahrhunderterdbeben'),1
